SimulationSecond,ReceiveRate,PacketsReceived,NumberOfSinks,RoutingProtocol,TransmissionPower
0,0,0,30,AODV,7.5
1,0,0,30,AODV,7.5
2,0,0,30,AODV,7.5
3,0,0,30,AODV,7.5
4,0,0,30,AODV,7.5
5,0,0,30,AODV,7.5
6,0,0,30,AODV,7.5
7,0,0,30,AODV,7.5
8,0,0,30,AODV,7.5
9,0,0,30,AODV,7.5
10,0,0,30,AODV,7.5
11,0,0,30,AODV,7.5
12,0,0,30,AODV,7.5
13,0,0,30,AODV,7.5
14,0,0,30,AODV,7.5
15,0,0,30,AODV,7.5
16,0,0,30,AODV,7.5
17,0,0,30,AODV,7.5
18,0,0,30,AODV,7.5
19,0,0,30,AODV,7.5
20,0,0,30,AODV,7.5
21,0,0,30,AODV,7.5
22,0,0,30,AODV,7.5
23,0,0,30,AODV,7.5
24,0,0,30,AODV,7.5
25,0,0,30,AODV,7.5
26,0,0,30,AODV,7.5
27,0,0,30,AODV,7.5
28,0,0,30,AODV,7.5
29,0,0,30,AODV,7.5
30,0,0,30,AODV,7.5
31,0,0,30,AODV,7.5
32,0,0,30,AODV,7.5
33,0,0,30,AODV,7.5
34,0,0,30,AODV,7.5
35,0,0,30,AODV,7.5
36,0,0,30,AODV,7.5
37,0,0,30,AODV,7.5
38,0,0,30,AODV,7.5
39,0,0,30,AODV,7.5
40,0,0,30,AODV,7.5
41,0,0,30,AODV,7.5
42,0,0,30,AODV,7.5
43,0,0,30,AODV,7.5
44,0,0,30,AODV,7.5
45,0,0,30,AODV,7.5
46,0,0,30,AODV,7.5
47,0,0,30,AODV,7.5
48,0,0,30,AODV,7.5
49,0,0,30,AODV,7.5
50,0,0,30,AODV,7.5
51,0,0,30,AODV,7.5
52,0,0,30,AODV,7.5
53,0,0,30,AODV,7.5
54,0,0,30,AODV,7.5
55,0,0,30,AODV,7.5
56,0,0,30,AODV,7.5
57,0,0,30,AODV,7.5
58,0,0,30,AODV,7.5
59,0,0,30,AODV,7.5
60,0,0,30,AODV,7.5
61,0,0,30,AODV,7.5
62,0,0,30,AODV,7.5
63,0,0,30,AODV,7.5
64,0,0,30,AODV,7.5
65,0,0,30,AODV,7.5
66,0,0,30,AODV,7.5
67,0,0,30,AODV,7.5
68,0,0,30,AODV,7.5
69,0,0,30,AODV,7.5
70,0,0,30,AODV,7.5
71,0,0,30,AODV,7.5
72,0,0,30,AODV,7.5
73,0,0,30,AODV,7.5
74,0,0,30,AODV,7.5
75,0,0,30,AODV,7.5
76,0,0,30,AODV,7.5
77,0,0,30,AODV,7.5
78,0,0,30,AODV,7.5
79,0,0,30,AODV,7.5
80,0,0,30,AODV,7.5
81,0,0,30,AODV,7.5
82,0,0,30,AODV,7.5
83,0,0,30,AODV,7.5
84,0,0,30,AODV,7.5
85,0,0,30,AODV,7.5
86,0,0,30,AODV,7.5
87,0,0,30,AODV,7.5
88,0,0,30,AODV,7.5
89,0,0,30,AODV,7.5
90,0,0,30,AODV,7.5
91,0,0,30,AODV,7.5
92,0,0,30,AODV,7.5
93,0,0,30,AODV,7.5
94,0,0,30,AODV,7.5
95,0,0,30,AODV,7.5
96,0,0,30,AODV,7.5
97,0,0,30,AODV,7.5
98,0,0,30,AODV,7.5
99,0,0,30,AODV,7.5
100,0,0,30,AODV,7.5
101,0,0,30,AODV,7.5
102,0,0,30,AODV,7.5
103,0,0,30,AODV,7.5
104,0,0,30,AODV,7.5
105,0,0,30,AODV,7.5
106,0,0,30,AODV,7.5
107,0,0,30,AODV,7.5
108,0,0,30,AODV,7.5
109,0,0,30,AODV,7.5
110,0,0,30,AODV,7.5
111,0,0,30,AODV,7.5
112,0,0,30,AODV,7.5
113,0,0,30,AODV,7.5
114,0,0,30,AODV,7.5
115,0,0,30,AODV,7.5
116,0,0,30,AODV,7.5
117,0,0,30,AODV,7.5
118,0,0,30,AODV,7.5
119,0,0,30,AODV,7.5
120,0,0,30,AODV,7.5
121,0,0,30,AODV,7.5
122,0,0,30,AODV,7.5
123,0,0,30,AODV,7.5
124,0,0,30,AODV,7.5
125,0,0,30,AODV,7.5
126,0,0,30,AODV,7.5
127,0,0,30,AODV,7.5
128,0,0,30,AODV,7.5
129,0,0,30,AODV,7.5
130,0,0,30,AODV,7.5
131,0,0,30,AODV,7.5
132,0,0,30,AODV,7.5
133,0,0,30,AODV,7.5
134,0,0,30,AODV,7.5
135,0,0,30,AODV,7.5
136,0,0,30,AODV,7.5
137,0,0,30,AODV,7.5
138,0,0,30,AODV,7.5
139,0,0,30,AODV,7.5
140,0,0,30,AODV,7.5
141,0,0,30,AODV,7.5
142,0,0,30,AODV,7.5
143,0,0,30,AODV,7.5
144,0,0,30,AODV,7.5
145,0,0,30,AODV,7.5
146,0,0,30,AODV,7.5
147,0,0,30,AODV,7.5
148,0,0,30,AODV,7.5
149,0,0,30,AODV,7.5
150,0,0,30,AODV,7.5
151,0,0,30,AODV,7.5
152,0,0,30,AODV,7.5
153,0,0,30,AODV,7.5
154,0,0,30,AODV,7.5
155,0,0,30,AODV,7.5
156,0,0,30,AODV,7.5
157,0,0,30,AODV,7.5
158,0,0,30,AODV,7.5
159,0,0,30,AODV,7.5
160,0,0,30,AODV,7.5
161,0,0,30,AODV,7.5
162,0,0,30,AODV,7.5
163,0,0,30,AODV,7.5
164,0,0,30,AODV,7.5
165,0,0,30,AODV,7.5
166,0,0,30,AODV,7.5
167,0,0,30,AODV,7.5
168,0,0,30,AODV,7.5
169,0,0,30,AODV,7.5
170,0,0,30,AODV,7.5
171,0,0,30,AODV,7.5
172,0,0,30,AODV,7.5
173,0,0,30,AODV,7.5
174,0,0,30,AODV,7.5
175,0,0,30,AODV,7.5
176,0,0,30,AODV,7.5
177,0,0,30,AODV,7.5
178,0,0,30,AODV,7.5
179,0,0,30,AODV,7.5
180,0,0,30,AODV,7.5
181,0,0,30,AODV,7.5
182,0,0,30,AODV,7.5
183,0,0,30,AODV,7.5
184,0,0,30,AODV,7.5
185,0,0,30,AODV,7.5
186,0,0,30,AODV,7.5
187,0,0,30,AODV,7.5
188,0,0,30,AODV,7.5
189,0,0,30,AODV,7.5
190,0,0,30,AODV,7.5
191,0,0,30,AODV,7.5
192,0,0,30,AODV,7.5
193,0,0,30,AODV,7.5
194,0,0,30,AODV,7.5
195,0,0,30,AODV,7.5
196,0,0,30,AODV,7.5
197,0,0,30,AODV,7.5
198,0,0,30,AODV,7.5
199,0,0,30,AODV,7.5
200,0,0,30,AODV,7.5
201,0,0,30,AODV,7.5
202,0,0,30,AODV,7.5
203,0,0,30,AODV,7.5
204,0,0,30,AODV,7.5
205,0,0,30,AODV,7.5
206,0,0,30,AODV,7.5
207,0,0,30,AODV,7.5
208,0,0,30,AODV,7.5
209,0,0,30,AODV,7.5
210,0,0,30,AODV,7.5
211,0,0,30,AODV,7.5
212,0,0,30,AODV,7.5
213,0,0,30,AODV,7.5
214,0,0,30,AODV,7.5
215,0,0,30,AODV,7.5
216,0,0,30,AODV,7.5
217,0,0,30,AODV,7.5
218,0,0,30,AODV,7.5
219,0,0,30,AODV,7.5
220,0,0,30,AODV,7.5
221,0,0,30,AODV,7.5
222,0,0,30,AODV,7.5
223,0,0,30,AODV,7.5
224,0,0,30,AODV,7.5
225,0,0,30,AODV,7.5
226,0,0,30,AODV,7.5
227,0,0,30,AODV,7.5
228,0,0,30,AODV,7.5
229,0,0,30,AODV,7.5
230,0,0,30,AODV,7.5
231,0,0,30,AODV,7.5
232,0,0,30,AODV,7.5
233,0,0,30,AODV,7.5
234,0,0,30,AODV,7.5
235,0,0,30,AODV,7.5
236,0,0,30,AODV,7.5
237,0,0,30,AODV,7.5
238,0,0,30,AODV,7.5
239,0,0,30,AODV,7.5
240,0,0,30,AODV,7.5
241,0,0,30,AODV,7.5
242,0,0,30,AODV,7.5
243,0,0,30,AODV,7.5
244,0,0,30,AODV,7.5
245,0,0,30,AODV,7.5
246,0,0,30,AODV,7.5
247,0,0,30,AODV,7.5
248,0,0,30,AODV,7.5
249,0,0,30,AODV,7.5
250,0,0,30,AODV,7.5
251,0,0,30,AODV,7.5
252,0,0,30,AODV,7.5
253,0,0,30,AODV,7.5
254,0,0,30,AODV,7.5
255,0,0,30,AODV,7.5
256,0,0,30,AODV,7.5
257,0,0,30,AODV,7.5
258,0,0,30,AODV,7.5
259,0,0,30,AODV,7.5
260,0,0,30,AODV,7.5
261,0,0,30,AODV,7.5
262,0,0,30,AODV,7.5
263,0,0,30,AODV,7.5
264,0,0,30,AODV,7.5
265,0,0,30,AODV,7.5
266,0,0,30,AODV,7.5
267,0,0,30,AODV,7.5
268,0,0,30,AODV,7.5
269,0,0,30,AODV,7.5
270,0,0,30,AODV,7.5
271,0,0,30,AODV,7.5
272,0,0,30,AODV,7.5
273,0,0,30,AODV,7.5
274,0,0,30,AODV,7.5
275,0,0,30,AODV,7.5
276,0,0,30,AODV,7.5
277,0,0,30,AODV,7.5
278,0,0,30,AODV,7.5
279,0,0,30,AODV,7.5
280,0,0,30,AODV,7.5
281,0,0,30,AODV,7.5
282,0,0,30,AODV,7.5
283,0,0,30,AODV,7.5
284,0,0,30,AODV,7.5
285,0,0,30,AODV,7.5
286,0,0,30,AODV,7.5
287,0,0,30,AODV,7.5
288,0,0,30,AODV,7.5
289,0,0,30,AODV,7.5
290,0,0,30,AODV,7.5
291,0,0,30,AODV,7.5
292,0,0,30,AODV,7.5
293,0,0,30,AODV,7.5
294,0,0,30,AODV,7.5
295,0,0,30,AODV,7.5
296,0,0,30,AODV,7.5
297,0,0,30,AODV,7.5
298,0,0,30,AODV,7.5
299,0,0,30,AODV,7.5
300,0,0,30,AODV,7.5
301,0,0,30,AODV,7.5
302,1.024,2,30,AODV,7.5
303,7.168,14,30,AODV,7.5
304,10.752,21,30,AODV,7.5
305,7.68,15,30,AODV,7.5
306,7.68,15,30,AODV,7.5
307,4.608,9,30,AODV,7.5
308,6.144,12,30,AODV,7.5
309,6.144,12,30,AODV,7.5
310,13.312,26,30,AODV,7.5
311,5.12,10,30,AODV,7.5
312,2.048,4,30,AODV,7.5
313,2.048,4,30,AODV,7.5
314,7.168,14,30,AODV,7.5
315,5.12,10,30,AODV,7.5
316,8.192,16,30,AODV,7.5
317,4.608,9,30,AODV,7.5
318,4.096,8,30,AODV,7.5
319,3.072,6,30,AODV,7.5
320,1.024,2,30,AODV,7.5
321,4.096,8,30,AODV,7.5
322,4.096,8,30,AODV,7.5
323,2.56,5,30,AODV,7.5
324,5.12,10,30,AODV,7.5
325,7.168,14,30,AODV,7.5
326,6.144,12,30,AODV,7.5
327,3.584,7,30,AODV,7.5
328,4.096,8,30,AODV,7.5
329,4.096,8,30,AODV,7.5
330,3.584,7,30,AODV,7.5
331,4.608,9,30,AODV,7.5
332,5.632,11,30,AODV,7.5
333,5.12,10,30,AODV,7.5
334,6.656,13,30,AODV,7.5
335,5.632,11,30,AODV,7.5
336,7.168,14,30,AODV,7.5
337,4.608,9,30,AODV,7.5
338,3.584,7,30,AODV,7.5
339,3.072,6,30,AODV,7.5
340,3.072,6,30,AODV,7.5
341,2.048,4,30,AODV,7.5
342,3.072,6,30,AODV,7.5
343,2.56,5,30,AODV,7.5
344,3.072,6,30,AODV,7.5
345,1.024,2,30,AODV,7.5
346,0,0,30,AODV,7.5
347,1.536,3,30,AODV,7.5
348,2.048,4,30,AODV,7.5
349,0,0,30,AODV,7.5
350,0,0,30,AODV,7.5
351,0,0,30,AODV,7.5
352,0,0,30,AODV,7.5
353,0,0,30,AODV,7.5
354,0,0,30,AODV,7.5
355,0,0,30,AODV,7.5
356,2.56,5,30,AODV,7.5
357,6.656,13,30,AODV,7.5
358,0.512,1,30,AODV,7.5
359,0,0,30,AODV,7.5
360,0,0,30,AODV,7.5
361,2.56,5,30,AODV,7.5
362,0,0,30,AODV,7.5
363,0,0,30,AODV,7.5
364,0,0,30,AODV,7.5
365,1.536,3,30,AODV,7.5
366,2.048,4,30,AODV,7.5
367,3.584,7,30,AODV,7.5
368,6.144,12,30,AODV,7.5
369,2.048,4,30,AODV,7.5
370,4.608,9,30,AODV,7.5
371,4.608,9,30,AODV,7.5
372,5.632,11,30,AODV,7.5
373,9.216,18,30,AODV,7.5
374,4.096,8,30,AODV,7.5
375,3.072,6,30,AODV,7.5
376,3.072,6,30,AODV,7.5
377,3.072,6,30,AODV,7.5
378,4.096,8,30,AODV,7.5
379,4.096,8,30,AODV,7.5
380,4.096,8,30,AODV,7.5
381,6.656,13,30,AODV,7.5
382,6.144,12,30,AODV,7.5
383,7.168,14,30,AODV,7.5
384,4.096,8,30,AODV,7.5
385,5.632,11,30,AODV,7.5
386,4.096,8,30,AODV,7.5
387,4.608,9,30,AODV,7.5
388,5.632,11,30,AODV,7.5
389,5.632,11,30,AODV,7.5
390,5.632,11,30,AODV,7.5
391,2.048,4,30,AODV,7.5
392,5.12,10,30,AODV,7.5
393,7.68,15,30,AODV,7.5
394,4.608,9,30,AODV,7.5
395,4.608,9,30,AODV,7.5
396,2.56,5,30,AODV,7.5
397,3.072,6,30,AODV,7.5
398,5.632,11,30,AODV,7.5
399,4.096,8,30,AODV,7.5
400,10.752,21,30,AODV,7.5
401,4.608,9,30,AODV,7.5
402,6.144,12,30,AODV,7.5
403,2.048,4,30,AODV,7.5
404,2.56,5,30,AODV,7.5
405,4.096,8,30,AODV,7.5
406,2.56,5,30,AODV,7.5
407,2.048,4,30,AODV,7.5
408,5.12,10,30,AODV,7.5
409,8.704,17,30,AODV,7.5
410,7.68,15,30,AODV,7.5
411,8.704,17,30,AODV,7.5
412,5.632,11,30,AODV,7.5
413,4.096,8,30,AODV,7.5
414,2.56,5,30,AODV,7.5
415,2.048,4,30,AODV,7.5
416,2.048,4,30,AODV,7.5
417,4.608,9,30,AODV,7.5
418,5.632,11,30,AODV,7.5
419,6.144,12,30,AODV,7.5
420,4.096,8,30,AODV,7.5
421,4.608,9,30,AODV,7.5
422,2.048,4,30,AODV,7.5
423,4.096,8,30,AODV,7.5
424,4.096,8,30,AODV,7.5
425,4.096,8,30,AODV,7.5
426,4.096,8,30,AODV,7.5
427,3.072,6,30,AODV,7.5
428,5.632,11,30,AODV,7.5
429,5.632,11,30,AODV,7.5
430,8.704,17,30,AODV,7.5
431,6.656,13,30,AODV,7.5
432,4.096,8,30,AODV,7.5
433,4.608,9,30,AODV,7.5
434,3.584,7,30,AODV,7.5
435,6.144,12,30,AODV,7.5
436,8.192,16,30,AODV,7.5
437,4.608,9,30,AODV,7.5
438,4.096,8,30,AODV,7.5
439,5.12,10,30,AODV,7.5
440,2.048,4,30,AODV,7.5
441,4.608,9,30,AODV,7.5
442,7.68,15,30,AODV,7.5
443,8.704,17,30,AODV,7.5
444,6.144,12,30,AODV,7.5
445,6.144,12,30,AODV,7.5
446,5.632,11,30,AODV,7.5
447,4.096,8,30,AODV,7.5
448,5.632,11,30,AODV,7.5
449,5.12,10,30,AODV,7.5
450,3.584,7,30,AODV,7.5
451,12.288,24,30,AODV,7.5
452,5.632,11,30,AODV,7.5
453,4.096,8,30,AODV,7.5
454,3.584,7,30,AODV,7.5
455,4.096,8,30,AODV,7.5
456,2.048,4,30,AODV,7.5
457,5.12,10,30,AODV,7.5
458,3.072,6,30,AODV,7.5
459,3.584,7,30,AODV,7.5
460,4.096,8,30,AODV,7.5
461,2.048,4,30,AODV,7.5
462,4.096,8,30,AODV,7.5
463,5.632,11,30,AODV,7.5
464,8.192,16,30,AODV,7.5
465,4.608,9,30,AODV,7.5
466,9.216,18,30,AODV,7.5
467,6.656,13,30,AODV,7.5
468,3.584,7,30,AODV,7.5
469,4.096,8,30,AODV,7.5
470,2.56,5,30,AODV,7.5
471,7.168,14,30,AODV,7.5
472,5.632,11,30,AODV,7.5
473,5.12,10,30,AODV,7.5
474,3.072,6,30,AODV,7.5
475,9.216,18,30,AODV,7.5
476,4.096,8,30,AODV,7.5
477,4.096,8,30,AODV,7.5
478,2.048,4,30,AODV,7.5
479,4.608,9,30,AODV,7.5
480,3.584,7,30,AODV,7.5
481,4.096,8,30,AODV,7.5
482,3.072,6,30,AODV,7.5
483,3.072,6,30,AODV,7.5
484,4.608,9,30,AODV,7.5
485,3.584,7,30,AODV,7.5
486,4.096,8,30,AODV,7.5
487,5.632,11,30,AODV,7.5
488,3.584,7,30,AODV,7.5
489,4.096,8,30,AODV,7.5
490,5.12,10,30,AODV,7.5
491,3.584,7,30,AODV,7.5
492,2.56,5,30,AODV,7.5
493,2.048,4,30,AODV,7.5
494,2.048,4,30,AODV,7.5
495,2.048,4,30,AODV,7.5
496,10.752,21,30,AODV,7.5
497,4.096,8,30,AODV,7.5
498,2.048,4,30,AODV,7.5
499,2.048,4,30,AODV,7.5
500,2.048,4,30,AODV,7.5
501,2.048,4,30,AODV,7.5
502,2.048,4,30,AODV,7.5
503,11.776,23,30,AODV,7.5
504,3.072,6,30,AODV,7.5
505,2.048,4,30,AODV,7.5
506,2.048,4,30,AODV,7.5
507,3.072,6,30,AODV,7.5
508,4.096,8,30,AODV,7.5
509,3.584,7,30,AODV,7.5
510,4.096,8,30,AODV,7.5
511,4.096,8,30,AODV,7.5
512,4.096,8,30,AODV,7.5
513,2.048,4,30,AODV,7.5
514,3.584,7,30,AODV,7.5
515,3.072,6,30,AODV,7.5
516,4.096,8,30,AODV,7.5
517,20.992,41,30,AODV,7.5
518,5.12,10,30,AODV,7.5
519,5.632,11,30,AODV,7.5
520,5.632,11,30,AODV,7.5
521,7.68,15,30,AODV,7.5
522,6.144,12,30,AODV,7.5
523,5.632,11,30,AODV,7.5
524,4.096,8,30,AODV,7.5
525,5.12,10,30,AODV,7.5
526,6.144,12,30,AODV,7.5
527,5.12,10,30,AODV,7.5
528,8.192,16,30,AODV,7.5
529,10.24,20,30,AODV,7.5
530,8.192,16,30,AODV,7.5
531,6.144,12,30,AODV,7.5
532,5.12,10,30,AODV,7.5
533,4.096,8,30,AODV,7.5
534,4.096,8,30,AODV,7.5
535,4.096,8,30,AODV,7.5
536,3.072,6,30,AODV,7.5
537,4.096,8,30,AODV,7.5
538,5.632,11,30,AODV,7.5
539,7.168,14,30,AODV,7.5
540,5.12,10,30,AODV,7.5
541,2.56,5,30,AODV,7.5
542,3.584,7,30,AODV,7.5
543,4.096,8,30,AODV,7.5
544,2.56,5,30,AODV,7.5
545,3.072,6,30,AODV,7.5
546,2.56,5,30,AODV,7.5
547,3.584,7,30,AODV,7.5
548,4.096,8,30,AODV,7.5
549,5.12,10,30,AODV,7.5
550,5.12,10,30,AODV,7.5
551,3.072,6,30,AODV,7.5
552,5.12,10,30,AODV,7.5
553,5.632,11,30,AODV,7.5
554,6.656,13,30,AODV,7.5
555,3.584,7,30,AODV,7.5
556,5.12,10,30,AODV,7.5
557,5.632,11,30,AODV,7.5
558,3.072,6,30,AODV,7.5
559,3.584,7,30,AODV,7.5
560,4.608,9,30,AODV,7.5
561,6.656,13,30,AODV,7.5
562,4.096,8,30,AODV,7.5
563,3.072,6,30,AODV,7.5
564,4.096,8,30,AODV,7.5
565,3.584,7,30,AODV,7.5
566,4.096,8,30,AODV,7.5
567,7.168,14,30,AODV,7.5
568,5.632,11,30,AODV,7.5
569,2.56,5,30,AODV,7.5
570,2.048,4,30,AODV,7.5
571,4.096,8,30,AODV,7.5
572,0,0,30,AODV,7.5
573,4.608,9,30,AODV,7.5
574,3.584,7,30,AODV,7.5
575,5.12,10,30,AODV,7.5
576,3.072,6,30,AODV,7.5
577,2.048,4,30,AODV,7.5
578,1.536,3,30,AODV,7.5
579,2.048,4,30,AODV,7.5
580,1.536,3,30,AODV,7.5
581,1.536,3,30,AODV,7.5
582,0,0,30,AODV,7.5
583,1.024,2,30,AODV,7.5
584,2.048,4,30,AODV,7.5
585,1.536,3,30,AODV,7.5
586,2.048,4,30,AODV,7.5
587,1.536,3,30,AODV,7.5
588,0,0,30,AODV,7.5
589,1.024,2,30,AODV,7.5
590,1.024,2,30,AODV,7.5
591,0,0,30,AODV,7.5
592,2.048,4,30,AODV,7.5
593,3.072,6,30,AODV,7.5
594,2.048,4,30,AODV,7.5
595,5.632,11,30,AODV,7.5
596,4.096,8,30,AODV,7.5
597,4.096,8,30,AODV,7.5
598,7.168,14,30,AODV,7.5
599,3.584,7,30,AODV,7.5
